name,user rating,user review,is_valid,negative,neutral,positive,compound
School of Rock,5.0,still pleased to announce that this movie is aging like an expensive bottle of merlot. chef’s kiss,True,0.0,0.631,0.369,0.802
"Synecdoche, New York",5.0,"“the end is built into the beginning”
the most ridiculous thing about living is that childhood is its own eternity and then suddenly you’re an adult. time moves faster and faster and life is sectioned off into sleeping eating working blinking repeating, and deja vu happens more and more. i forget what day of the week it is all the time. i sleep until after 5pm some days just because i can. i can go into a store and buy whatever they’ll let me and whatever i have the money for. nothing means anything but also everything means something. i work so hard and get paid almost nothing. i stare into space between customers and think of being somewhere else. i just had a birthday and i keep forgetting how old i am, and when i remember, i get kind of upset. i also forget that i have a bone disease and all the complications it brings along with it. i even forget sometimes that i’m in a wheelchair. it’s just my reality. it always has been. it all comes flooding in at once sometimes and i feel overwhelming self-pity before i have to shove it all away. being gay and people knowing that about me brings me such stress that i wrote about it here, edited it out, and decided to write it back in. all i do is work and wait around. all i do is want things i can’t have. i often wish i was somewhere else, i wish i was different. i feel trapped, i don’t like it. for just a split second in the scope of time i exist, and then i’ll be gone. am i lucky to be here, or am i cursed? why is living so hard? surely it shouldn’t be this hard, feel this strained. time moves so rapidly now, and it’s only moving faster as i grow older. there is nothing more terrifying than that, i think. more and more i think about all the people in my life i love and never see, never make the time for. it brings me pain. i sit and want and plan and don’t act and time keeps moving. wasted minutes, years. the last decade, vanished, gone forever. i didn’t go to high school, i was homeschooled but didn’t do much. my youth slipped through my fingers. regret is like a weight i carry around with me. i try my best not to let it pull me down. i need to try and live in the moment. i need to change my life, it’s not going to change on its own. i need to stop crying over this movie, it ended over an hour ago. the past few years of my life have been pivotal and joyous in comparison to the decade that preceded them. i have dear friends i spend much of my time with and i often travel alone and experience wonder. i can do whatever i want. i don’t want to settle. i should keep that in mind. i should live while i’m alive. this was a really long paragraph but i don’t care. anyways, have a nice day. this movie is objectively good",True,0.084,0.8,0.116,0.9749
The Secret Life of Pets 2,2.0,"me: aladdin or secret life of pets 2?
my 5 year old niece: let’s validate jenny slate’s career 
me, getting tickets: today we validate jenny slate’s career",True,0.0,0.833,0.167,0.6124
Aniara,3.5,high life meets snowpiercer meets synecdoche new york. none of that means anything but the most important thing about me seeing this was that today was my birthday and when i asked my friends if we could drive an hour away to see it they were more than happy to endure the existential swedish space sadness for me. skål!,True,0.054,0.77,0.176,0.8657
Booksmart,4.5,"doesn’t need to be compared to anything else because it feels so fresh, like lightning in a bottle. i sometimes forget how good it feels to laugh until after a movie like this, it was even better a second time. and the visual flair and killer soundtrack is sticking with me, the underwater pool scene is definitely one of the most gratifying scenes of the year. i’m so happy this is the real deal",True,0.063,0.643,0.293,0.9702
Booksmart,4.5,billie lourd showing up every 10 minutes to spout some absolute nonsense... i don’t know a better comedic performance. i don’t KNOW a better comedic performance,True,0.077,0.602,0.321,0.8176
Long Shot,3.5,"seth rogen: huhuhuhhuh
charlize theron: i am secretary of state
me: this is delightful?",True,0.0,0.774,0.226,0.5859
The Exorcist,4.0,"“what an excellent day for an exorcism”
this is such a good example of genuinely great film editing? also the slow burn is so mesmerizing... most other possession movies made afterwards have no nuance compared to this",True,0.048,0.719,0.233,0.8591
Fight Club,4.5,"the narrator: why are all these men in our house
tyler durden: there’s no show unless there’s hoes
also, if you’d like to watch it, here is the david fincher filmography video i spent months editing in the fall",True,0.053,0.887,0.06,0.0772
Avengers: Endgame,4.0,"an adrenaline rush and exactly as gaudy as you might think, but also completely unique tonally in its approach. this feels like a special moment in film history at the very tippy top of the cinematic universe era that can’t possibly last for as long as people expect. in the scope of things, film is still in its infancy as an art form, and to see a spectacle like this that has so many moving parts is kind of remarkable, even if it’s not totally my thing. for better or worse, we’re living through one of the most exciting times in history to mass consume and bond over art, and that really is... something",True,0.031,0.78,0.189,0.9704
Captain Marvel,5.0,If i rewatched captain marvel again. i dont rewatch it bc i did. No i didnt ❤️,True,0.105,0.762,0.133,0.1531
Dumbo,,i wasn’t really paying attention to this BUT dare i say that hollywood is currently stuck in such a constant loop of churning out remakes that they hardly mean anything anymore... what artistic or fresh qualities do these actually bring to the table? we all know that they’re mostly aimed to get money out of people in exchange for some stale nostalgia... enough is enough,True,0.037,0.92,0.043,0.1154
Inception,5.0,"“the dream has become their reality. who are you to say otherwise?”
just as i suspected, still a masterpiece 🥵",True,0.073,0.692,0.235,0.6369
Captain Marvel,5.0,"when all is said and done,
you'll believe god is a woman",True,0.0,0.84,0.16,0.2732
Gloria Bell,3.5,"“well, when the world blows up, i hope i go down dancing”
sebastián lelio is so especially good at these slice of life pieces, this is so melancholy that it almost feels like a documentary",True,0.086,0.715,0.198,0.5929
Cruel Intentions,4.5,"“everybody does it, it’s just that nobody talks about it”
the perfect teen melodrama, and one of the best movie soundtracks of the 90’s. now THAT was a classic",True,0.0,0.774,0.226,0.836
Us,4.5,"“what do you want?”
its been over an hour and i can’t think of anything else except whatever this was. simplistically sinister, maybe more comparable to something like the shining instead of get out. i first thought i was somewhat unaffected, but now my mind is clouded with a mild thudding anxiety that won’t go away. this is ridiculously fine tuned to creep under your skin without you noticing. i have to go to sleep now but i doubt i’ll have much success. wish me luck",True,0.116,0.726,0.158,0.7506
Score: A Film Music Documentary,4.5,"cinematically speaking, this isn’t as well put together as it could have been, but the subject matter here is so fascinating that i could care less. the bits of insight into the scoring of movies like the social network, american beauty and inception were particularly gratifying. and the whole john williams portion is magical. it takes so many different elements to make a film, i would eventually love to see a documentary about every branch and process",True,0.0,0.681,0.319,0.9876
Five Feet Apart,1.5,"haley lu went from columbus and support the girls to THIS? but honestly i’m not even mad at her, get that paycheck girl",True,0.0,0.683,0.317,0.8516
