name,user rating,user review,is_valid,negative,neutral,positive,compound,clean_title_x,matched_title,imdb_id,title,original_title,clean_title_y,genres,plot,directors,writers,actors,companies
Legend,3,"funny, i don't remember the parent trap being this dark",TRUE,0.174,0.606,0.22,0.1531,legend,legend,tt3569230,Legend,Legend,legend,"Biography, Crime, Drama, Thriller",Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.,,,,
Legend,3,"funny, i don't remember the parent trap being this dark",TRUE,0.174,0.606,0.22,0.1531,legend,legend,tt1834266,Legend,Legend,legend,"Action, Adventure, Fantasy, Sci-Fi",,,,,
Legend,3,"funny, i don't remember the parent trap being this dark",TRUE,0.174,0.606,0.22,0.1531,legend,legend,tt28479686,Legend,Legend,legend,Drama,,,,,
Legend,3,"funny, i don't remember the parent trap being this dark",TRUE,0.174,0.606,0.22,0.1531,legend,legend,tt0089469,Legend,Legend,legend,"Adventure, Fantasy, Romance",A young man must stop the Lord of Darkness from destroying daylight and marrying the woman he loves.,,,,
Legend,3,"funny, i don't remember the parent trap being this dark",TRUE,0.174,0.606,0.22,0.1531,legend,legend,tt2577542,Legend,Legend,legend,Horror,,,,,
Legend,3,"funny, i don't remember the parent trap being this dark",TRUE,0.174,0.606,0.22,0.1531,legend,legend,tt8784068,Legend,Legend,legend,Drama,,,,,
Legend,3,"funny, i don't remember the parent trap being this dark",TRUE,0.174,0.606,0.22,0.1531,legend,legend,tt3248938,Legend,Legend,legend,Drama,,,,,
Legend,3,"funny, i don't remember the parent trap being this dark",TRUE,0.174,0.606,0.22,0.1531,legend,legend,tt12810234,Legend,Legend,legend,"Drama, Western",,,,,
Legend,3,"funny, i don't remember the parent trap being this dark",TRUE,0.174,0.606,0.22,0.1531,legend,legend,tt11273700,Legend,Legend,legend,"Adventure, Family, Fantasy",,,,,
Legend,3,"funny, i don't remember the parent trap being this dark",TRUE,0.174,0.606,0.22,0.1531,legend,legend,tt3555036,Legend,Legend,legend,"Action, Drama","Krishna, Who Lives In Dubai, Falls In Love With Sneha. He Comes To India To Seek The Blessings Of His Grandmother, Unaware That Don Jeetendra's Gang Is Seeking Revenge.",,,,
Legend,3,"funny, i don't remember the parent trap being this dark",TRUE,0.174,0.606,0.22,0.1531,legend,legend,tt3381068,Gnome Alone,Legend,legend,Horror,"When Zoe inherits the magical protection of a bewitched Gnome, she quickly realizes that he isn't your garden variety gnome, when he begins eliminating her enemies in extravagant displays of revenge.",,,,
Legend,3,"funny, i don't remember the parent trap being this dark",TRUE,0.174,0.606,0.22,0.1531,legend,legend,tt16022006,Legend,Legend,legend,Drama,,,,,
The Dressmaker,3.5,she sure did... make some dresses,TRUE,0,0.685,0.315,0.3182,the dressmaker,the dressmaker,tt2910904,The Dressmaker,The Dressmaker,the dressmaker,"Comedy, Drama","A glamorous woman returns to her small town in rural Australia. With her sewing machine and haute couture style, she transforms the women and exacts sweet revenge on those who did her wrong.",,,,
The Dressmaker,3.5,she sure did... make some dresses,TRUE,0,0.685,0.315,0.3182,the dressmaker,the dressmaker,tt0095066,The Dressmaker,The Dressmaker,the dressmaker,"Drama, Romance","In England during World War II, a repressed dressmaker and her sister struggle looking after their seventeen-year-old niece, who is having a delusional affair with an American soldier.",,,,
Incendies,5,this ended like 45 minutes ago and i'm still sitting here trying to recover,TRUE,0,0.839,0.161,0.3612,incendies,incendies,tt1255953,Incendies,Incendies,incendies,"Drama, Mystery, War",Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,,,,
Don’t Breathe,5,I LOVE NOT BREATHING,TRUE,0,0.417,0.583,0.6369,don t breathe,don t breathe,tt3958034,Don't Breathe,Don't Breathe,don t breathe,"Documentary, Comedy, Drama","In Georgia a man in his 40s, Levan, is waiting in a clinic for an MRI examination. He needs to find out what's causing the pain in his shoulder. He's nervous. By the time he leaves the hospital he's not the same man. His anxiety quickly spreads to his wife and well-meaning friends. The family courtyard becomes the scene of an informal advisory council, where everybody suggests magical cures and must-see specialists. Soon Levan's savings are gone. He's scared of losing his job, his heath and his wife, who has started to come home later and later. But suddenly, out of nowhere - a serendipitous event occurs.",,,,
Don’t Breathe,5,I LOVE NOT BREATHING,TRUE,0,0.417,0.583,0.6369,don t breathe,don t breathe,tt4160708,Don't Breathe,Don't Breathe,don t breathe,"Crime, Horror, Thriller","Three delinquents break into the house of a war veteran who is blind to steal his money. However, they discover that the man is not as defenseless as he seems.",,,,
Clouds of Sils Maria,2.5,kstew is really giving ellen page a run for her money with that wardrobe,TRUE,0,0.828,0.172,0.4005,clouds of sils maria,clouds of sils maria,tt2452254,Clouds of Sils Maria,Clouds of Sils Maria,clouds of sils maria,Drama,A film star comes face-to-face with an uncomfortable reflection of herself while starring in a revival of the play that launched her career.,,,,
The Light Between Oceans,3.5,time to fill out my paperwork for alicia vikander to adopt me,TRUE,0,0.866,0.134,0.1779,the light between oceans,the light between oceans,tt2547584,The Light Between Oceans,The Light Between Oceans,the light between oceans,"Drama, Romance",A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.,,,,
The Neon Demon,5,👌👀👌👀👌👀👌👀👌👀 good neon go౦ԁ nEon👌 thats ✔ some good👌👌neon right👌👌th 👌 ere👌👌👌 right✔there ✔✔if i do ƽaү so my selｆ 💯 i say so 💯 thats what im talking about right there right there (chorus: ʳᶦᵍʰᵗ ᵗʰᵉʳᵉ) mMMMMᎷМ💯 👌👌 👌НO0ОଠＯOOＯOОଠଠOoooᵒᵒᵒᵒᵒᵒᵒᵒᵒ👌 👌👌 👌 💯 👌 👀 👀 👀 👌👌Good neon,TRUE,0,0.31,0.69,0.9992,the neon demon,the neon demon,tt1974419,The Neon Demon,The Neon Demon,the neon demon,"Horror, Thriller","An aspiring model, Jesse, is new to Los Angeles. However, her beauty and youth, which generate intense fascination and jealousy within the fashion industry, may prove themselves sinister.",,,,
Kubo and the Two Strings,3.5,patty brought the twin witch party,TRUE,0.272,0.435,0.293,0.0516,kubo and the two strings,kubo and the two strings,tt4302938,Kubo and the Two Strings,Kubo and the Two Strings,kubo and the two strings,"Animation, Action, Adventure, Family, Fantasy",A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,,,,
The Intervention,3,it sure took a long time for but i'm a cheerleader to get a sequel,TRUE,0,0.765,0.235,0.4588,the intervention,the intervention,tt0882780,The Intervention,The Intervention,the intervention,Horror,Matt Garret has a drinking problem. Friends and Family have gathered for his intervention. But what if his problem is not an addiction? But instead... an evil manifestation.,,,,
The Intervention,3,it sure took a long time for but i'm a cheerleader to get a sequel,TRUE,0,0.765,0.235,0.4588,the intervention,the intervention,tt4872078,The Intervention,The Intervention,the intervention,"Comedy, Drama",A weekend getaway for four couples takes a sharp turn when one of the couples discovers the entire trip was orchestrated to host an intervention on their marriage.,,,,
The Intervention,3,it sure took a long time for but i'm a cheerleader to get a sequel,TRUE,0,0.765,0.235,0.4588,the intervention,the intervention,tt20424554,The Intervention,The Intervention,the intervention,"Comedy, Romance",An avid baker who aspires to open up her own bakery is offered a chance to make money by playing girlfriend to her friend's boss whose parents are coming into town for the weekend.,,,,
The Intervention,3,it sure took a long time for but i'm a cheerleader to get a sequel,TRUE,0,0.765,0.235,0.4588,the intervention,the intervention,tt9828786,The Intervention,The Intervention,the intervention,Crime,"Expecting a night in with his girlfriend Charlie is shocked to discover local Gangster Trevor and his associates sitting in his living room, why are they there?",,,,
The Intervention,3,it sure took a long time for but i'm a cheerleader to get a sequel,TRUE,0,0.765,0.235,0.4588,the intervention,the intervention,tt15151018,The Intervention,The Intervention,the intervention,"Comedy, Drama",,,,,
The Diving Bell and the Butterfly,3.5,i always thought the title was 'the driving bell and the butterfly' until i saw the opening credits bye,TRUE,0,0.878,0.122,0.3612,the diving bell and the butterfly,,,,,,,,,,,
Wiener-Dog,3,this dog better not get snubbed at the academy awards.....,TRUE,0,0.455,0.545,0.8116,wiener dog,wiener dog,tt4144190,Wiener-Dog,Wiener-Dog,wiener dog,"Comedy, Drama","A dachshund passes from oddball owner to oddball owner, whose radically dysfunctional lives are all impacted by the pooch.",,,,
The Kid with a Bike,3,the kid sure did..... have a bike,TRUE,0,0.723,0.277,0.3182,the kid with a bike,,,,,,,,,,,
Junebug,4,"SOMEHOW AMY ADAMS HAS NO OSCAR. NOT ONE SINGLE ACADEMY AWARD. JUST IN CASE YOU FORGOT, HERE I AM TO REMIND YOU",TRUE,0.086,0.778,0.136,0.3182,junebug,junebug,tt0418773,Junebug,Junebug,junebug,"Comedy, Drama","A dealer in ""outsider"" art travels from Chicago to North Carolina to meet her new in-laws, challenging the equilibrium of this middle class Southern home.",,,,
Celeste & Jesse Forever,3.5,rashida jones. that's my whole review i hope you enjoyed it,TRUE,0,0.592,0.408,0.7351,celeste jesse forever,celeste jesse forever,tt1405365,Celeste & Jesse Forever,Celeste & Jesse Forever,celeste jesse forever,"Comedy, Drama, Romance",A divorcing couple tries to maintain their friendship while they both pursue other people.,,,,
Visions,1.5,this wasn't good but hey guess what: i love isla fisher,TRUE,0.103,0.545,0.351,0.7267,visions,visions,tt0183981,Visions,Visions,visions,"Sci-Fi, Thriller","Erik Estrada (CHIPS) is Fiero, a hit man working in San Pedro. A new president has just been elected, and Fiero is tricked into an assassination plot, which CIA agent Sam Merrick (Robert Vaughn, ONE LIFE TO LIVE) gets wind of.",,,,
Visions,1.5,this wasn't good but hey guess what: i love isla fisher,TRUE,0.103,0.545,0.351,0.7267,visions,visions,tt0198010,Visions,Visions,visions,Thriller,A man has troubling visions that lead him to suspect he may be a killer who is murdering homeless people around town.,,,,
Visions,1.5,this wasn't good but hey guess what: i love isla fisher,TRUE,0.103,0.545,0.351,0.7267,visions,visions,tt21950462,Visions,Visions,visions,"Mystery, Thriller","Follows a brilliant airline captain, Estelle, who has a perfect life with her husband Guillaume, a renowned doctor. Something is about to change as Estelle falls in love with Ana and starts and intense affair.",,,,
